,airline,departure_time,stops,class,duration,days_left,price
41451,Indigo,Night,one,Economy,8.67,40,3389
156859,Indigo,Afternoon,zero,Economy,2.25,37,3611
13812,AirAsia,Early_Morning,one,Economy,10.33,21,3090
195137,Air_India,Night,one,Economy,12.58,19,5888
177210,Air_India,Morning,two_or_more,Economy,7.67,13,14008
88276,AirAsia,Evening,two_or_more,Economy,8.75,23,2723
171672,Vistara,Morning,one,Economy,9.25,11,10783
57379,Vistara,Morning,one,Economy,8.75,27,4658
180263,Indigo,Evening,one,Economy,4.83,47,1543
71997,Air_India,Afternoon,one,Economy,18.92,14,7584
13437,Vistara,Morning,zero,Economy,2.75,19,4501
89088,Indigo,Early_Morning,zero,Economy,3.0,26,4500
229743,Vistara,Morning,one,Business,5.67,47,47429
161864,Air_India,Morning,one,Economy,10.83,25,4363
257403,Vistara,Night,one,Business,14.58,25,37985
236125,Air_India,Afternoon,one,Business,27.58,26,49725
225935,Air_India,Night,one,Business,19.75,11,47205
249200,Vistara,Morning,one,Business,7.92,8,67004
47731,Air_India,Evening,one,Economy,8.58,25,7077
188710,Indigo,Early_Morning,zero,Economy,2.0,12,6304
195079,Vistara,Night,one,Economy,19.5,18,11885
103693,Air_India,Early_Morning,two_or_more,Economy,32.08,9,12207
23152,Indigo,Morning,zero,Economy,2.17,19,3999
154320,Vistara,Night,one,Economy,16.92,18,5892
168814,Vistara,Afternoon,one,Economy,4.83,33,5441
280580,Vistara,Night,one,Business,25.25,8,41974
168131,GO_FIRST,Morning,one,Economy,7.17,27,4452
289636,Vistara,Night,one,Business,23.25,37,53440
47076,Air_India,Night,one,Economy,21.08,22,7250
32374,Indigo,Morning,one,Economy,7.75,29,5399
290698,Vistara,Evening,one,Business,5.67,8,49553
225797,Air_India,Morning,one,Business,11.92,10,39847
201362,Vistara,Morning,one,Economy,33.83,37,17222
80318,Air_India,Evening,one,Economy,14.92,23,5677
206465,Vistara,Evening,one,Economy,19.17,47,3810
285220,Vistara,Early_Morning,one,Business,12.58,46,53499
110766,Vistara,Early_Morning,one,Economy,10.33,11,15394
57152,AirAsia,Night,zero,Economy,1.92,26,2124
65232,Air_India,Evening,one,Economy,24.83,22,6540
90037,Vistara,Evening,one,Economy,4.58,31,4111
266075,Vistara,Morning,one,Business,11.33,31,74273
195019,Vistara,Early_Morning,one,Economy,10.75,18,4755
50478,Air_India,Night,one,Economy,16.0,38,6215
170076,Air_India,Evening,one,Economy,7.92,44,6314
63095,Vistara,Night,one,Economy,20.83,11,10058
125694,AirAsia,Evening,zero,Economy,2.67,39,3999
151248,Vistara,Evening,one,Economy,25.5,35,6009
26384,Indigo,Morning,one,Economy,4.33,36,7562
167145,Air_India,Evening,one,Economy,17.5,18,5126
139920,Air_India,Early_Morning,one,Economy,9.25,32,6633
167692,Vistara,Night,one,Economy,20.17,23,5441
31272,Vistara,Morning,one,Economy,23.0,21,6172
138423,Vistara,Night,one,Economy,12.25,22,8111
6368,GO_FIRST,Early_Morning,one,Economy,8.0,32,6893
202001,Vistara,Night,one,Economy,11.5,43,5937
277777,Vistara,Morning,one,Business,7.33,10,75339
290715,Air_India,Night,one,Business,16.5,8,49553
204628,Vistara,Night,two_or_more,Economy,15.75,25,6032
181124,Indigo,Afternoon,one,Economy,7.67,8,7877
116109,Vistara,Night,one,Economy,14.17,9,11786
179616,Vistara,Morning,one,Economy,9.58,39,7302
46635,Air_India,Morning,one,Economy,6.42,20,6169
93466,Air_India,Early_Morning,one,Economy,12.75,47,3674
42029,Indigo,Morning,one,Economy,10.0,43,4729
170361,Vistara,Morning,one,Economy,7.25,46,7708
156452,Air_India,Night,zero,Economy,2.17,34,2276
124369,Air_India,Early_Morning,one,Economy,12.75,31,5093
16074,Air_India,Night,one,Economy,24.83,31,4041
163197,Indigo,Morning,zero,Economy,1.58,34,3096
68989,Vistara,Night,one,Economy,22.67,42,5949
155239,Indigo,Morning,zero,Economy,2.25,25,2694
98759,Indigo,Early_Morning,one,Economy,6.25,28,4349
292412,Vistara,Morning,zero,Business,1.92,34,23838
151457,Air_India,Afternoon,one,Economy,8.08,37,6650
138588,Air_India,Morning,two_or_more,Economy,12.83,23,11225
165671,Vistara,Evening,one,Economy,17.17,3,17683
269450,Air_India,Early_Morning,one,Business,9.25,36,60978
270686,Vistara,Evening,one,Business,25.17,11,52175
15842,GO_FIRST,Afternoon,one,Economy,5.33,30,4020
53839,Indigo,Afternoon,zero,Economy,1.75,8,5628
265875,Vistara,Early_Morning,one,Business,14.83,28,70431
248901,Air_India,Afternoon,one,Business,23.58,5,44647
230554,Vistara,Night,one,Business,10.75,8,66928
196116,Vistara,Early_Morning,two_or_more,Economy,15.75,30,7172
38959,Air_India,Evening,one,Economy,28.42,25,6414
68526,GO_FIRST,Afternoon,zero,Economy,2.5,40,4499
287659,Vistara,Morning,one,Business,10.92,2,79121
10078,Indigo,Afternoon,one,Economy,9.83,1,19500
35312,Vistara,Afternoon,one,Economy,6.58,49,5772
69515,Vistara,Afternoon,one,Economy,8.08,45,5949
251240,Vistara,Early_Morning,one,Business,8.5,31,62636
138917,AirAsia,Night,zero,Economy,2.75,26,3862
281499,Vistara,Morning,one,Business,14.33,24,38099
85250,Vistara,Morning,one,Economy,11.25,8,10744
193993,Air_India,Early_Morning,one,Economy,31.33,4,13968
282810,Vistara,Night,one,Business,15.42,46,56702
247762,Vistara,Evening,one,Business,16.75,38,62793
232870,Vistara,Evening,one,Business,16.08,34,69168
275445,Vistara,Morning,one,Business,5.58,15,51875
180389,Air_India,Early_Morning,one,Economy,16.92,48,4229
234254,Air_India,Evening,one,Business,24.17,3,53186
15322,Air_India,Morning,one,Economy,11.58,27,10365
95428,Vistara,Morning,one,Economy,10.5,10,12544
202809,Indigo,Morning,one,Economy,9.0,4,11484
167824,Vistara,Afternoon,two_or_more,Economy,9.42,24,5962
8683,Air_India,Early_Morning,one,Economy,6.33,43,5231
113749,Air_India,Early_Morning,one,Economy,13.17,35,6620
9870,Air_India,Morning,one,Economy,23.92,49,3831
13286,Vistara,Evening,one,Economy,5.08,18,4896
259783,Vistara,Morning,one,Business,26.33,21,44280
55665,Vistara,Early_Morning,one,Economy,13.17,18,4962
152806,AirAsia,Night,one,Economy,5.17,5,8393
113340,Air_India,Morning,one,Economy,12.08,32,5603
259815,Air_India,Evening,one,Business,15.75,22,43865
161795,Vistara,Evening,one,Economy,26.25,25,3471
238954,Vistara,Afternoon,one,Business,8.25,15,58125
21528,Air_India,Morning,one,Economy,22.17,10,12990
38156,SpiceJet,Early_Morning,zero,Economy,2.92,21,3251
222929,Vistara,Morning,one,Business,8.25,18,52392
25448,GO_FIRST,Early_Morning,one,Economy,11.92,31,7790
298779,Air_India,Evening,one,Business,17.5,20,51345
183967,Indigo,Morning,one,Economy,8.25,27,3873
178624,Air_India,Night,one,Economy,9.08,29,4075
143496,Indigo,Morning,one,Economy,7.25,11,10952
144697,Indigo,Morning,one,Economy,7.25,21,6489
126096,Air_India,Evening,one,Economy,15.92,41,5467
294719,Air_India,Afternoon,one,Business,20.25,27,43729
272637,Air_India,Night,zero,Business,2.42,3,26206
95199,Indigo,Evening,one,Economy,6.08,9,9221
143507,Vistara,Morning,one,Economy,6.75,11,11675
129921,Vistara,Early_Morning,one,Economy,15.67,17,10511
190668,Indigo,Afternoon,one,Economy,8.75,26,2857
73719,Air_India,Morning,two_or_more,Economy,36.42,25,5880
161834,Vistara,Early_Morning,one,Economy,12.25,25,4416
130674,Indigo,Evening,zero,Economy,2.83,22,4914
253119,Vistara,Morning,one,Business,8.33,7,51817
32645,Indigo,Afternoon,one,Economy,8.75,31,3457
183743,Vistara,Afternoon,one,Economy,9.92,25,8803
292856,Vistara,Morning,one,Business,10.5,40,64113
292537,Vistara,Early_Morning,one,Business,15.08,35,69713
109808,Indigo,Evening,zero,Economy,1.08,3,5493
235345,Air_India,Early_Morning,one,Business,12.08,17,49725
85052,Indigo,Early_Morning,one,Economy,9.92,7,9798
189831,SpiceJet,Early_Morning,zero,Economy,1.92,20,3150
240648,Air_India,Afternoon,one,Business,18.92,38,45693
180193,Indigo,Early_Morning,zero,Economy,1.25,46,1788
88535,Vistara,Evening,one,Economy,5.17,24,4111
51333,GO_FIRST,Morning,one,Economy,6.92,42,6031
32566,Air_India,Early_Morning,one,Economy,14.08,30,5530
269733,Vistara,Night,one,Business,24.33,41,52287
71836,Air_India,Early_Morning,one,Economy,12.58,13,7584
104833,GO_FIRST,Afternoon,two_or_more,Economy,17.75,17,5177
254831,Vistara,Evening,one,Business,22.42,32,60508
6260,Indigo,Afternoon,zero,Economy,2.25,32,3001
74471,Air_India,Afternoon,one,Economy,18.33,30,5625
67498,Air_India,Evening,two_or_more,Economy,19.17,34,6661
269132,Air_India,Night,one,Business,16.0,31,60978
98420,Air_India,Early_Morning,one,Economy,15.67,26,5761
138371,Vistara,Evening,one,Economy,17.17,22,6195
142085,Indigo,Early_Morning,one,Economy,7.25,47,3860
161519,Vistara,Evening,one,Economy,6.17,23,4646
208704,Vistara,Morning,one,Business,12.17,20,53164
97829,GO_FIRST,Night,one,Economy,6.33,23,5177
105471,Vistara,Early_Morning,two_or_more,Economy,11.67,21,6956
145346,Indigo,Afternoon,zero,Economy,2.33,27,4011
124730,Air_India,Afternoon,one,Economy,21.25,33,5467
271062,Vistara,Early_Morning,one,Business,5.42,19,52175
10924,Vistara,Morning,zero,Economy,2.75,7,7425
66003,Vistara,Early_Morning,one,Economy,10.58,26,6634
188930,Vistara,Night,one,Economy,14.5,13,11069
81136,Vistara,Evening,one,Economy,24.5,29,4348
230683,Vistara,Morning,one,Business,4.58,10,39766
96012,Air_India,Afternoon,one,Economy,31.25,13,12634
116996,Air_India,Evening,one,Economy,21.08,19,6586
144580,Indigo,Evening,one,Economy,7.0,20,6489
53692,Indigo,Early_Morning,one,Economy,8.42,7,7387
166425,Vistara,Night,one,Economy,23.83,11,11319
115698,Vistara,Morning,one,Economy,10.42,3,15522
83331,Vistara,Morning,one,Economy,7.58,44,4348
258242,Vistara,Evening,one,Business,17.25,38,37985
274658,Air_India,Night,one,Business,12.42,47,55983
14323,Vistara,Morning,one,Economy,7.58,23,4496
231143,Air_India,Early_Morning,one,Business,13.08,15,54608
145068,Vistara,Morning,two_or_more,Economy,25.83,24,8118
176155,Air_India,Evening,one,Economy,16.75,48,4789
30559,Vistara,Morning,one,Economy,11.42,16,5772
254581,Vistara,Evening,one,Business,25.75,28,62188
280999,Vistara,Morning,one,Business,13.0,15,56702
118171,AirAsia,Afternoon,zero,Economy,1.0,33,1603
69911,Air_India,Afternoon,one,Economy,16.67,47,5685
214060,Vistara,Afternoon,one,Business,7.33,27,54777
67251,Air_India,Early_Morning,one,Economy,15.25,33,5502
50757,GO_FIRST,Evening,zero,Economy,2.17,40,2339
232558,Air_India,Evening,one,Business,14.92,31,54608
5690,Air_India,Afternoon,one,Economy,7.58,29,5761
272481,Vistara,Night,one,Business,23.5,47,52175
278543,Vistara,Night,one,Business,16.0,22,58315
61591,Air_India,Afternoon,one,Economy,27.83,1,16013
9856,Air_India,Early_Morning,one,Economy,15.67,49,3488
37450,AirAsia,Early_Morning,one,Economy,7.08,17,1998
205802,Vistara,Night,two_or_more,Economy,11.33,39,6032
6609,Vistara,Afternoon,zero,Economy,2.17,34,2700
140713,GO_FIRST,Evening,zero,Economy,2.58,38,3860
202777,AirAsia,Morning,zero,Economy,1.17,4,4203
117390,Vistara,Night,one,Economy,22.25,24,4672
111977,Air_India,Morning,one,Economy,8.92,21,6620
286187,Vistara,Night,one,Business,14.25,21,41314
43137,GO_FIRST,Early_Morning,one,Economy,12.42,2,5942
193949,Vistara,Morning,one,Economy,8.08,3,24888
269105,Vistara,Morning,one,Business,24.33,31,52287
108501,Vistara,Night,one,Economy,22.42,41,8112
264184,Vistara,Morning,one,Business,11.0,5,90703
272760,Vistara,Evening,one,Business,5.5,6,55502
51837,Indigo,Late_Night,one,Economy,5.33,45,2339
81024,Air_India,Afternoon,one,Economy,21.08,28,4417
160593,Air_India,Night,one,Economy,16.0,17,4783
299078,Vistara,Afternoon,one,Business,19.33,27,41064
191194,Indigo,Evening,one,Economy,8.75,29,6017
210819,Vistara,Early_Morning,one,Business,7.33,39,51384
285663,Vistara,Morning,one,Business,14.58,9,41314
161092,Air_India,Evening,one,Economy,5.92,20,4783
134812,Air_India,Early_Morning,one,Economy,9.42,45,5121
209475,Vistara,Afternoon,one,Business,9.08,27,51384
270802,Vistara,Night,one,Business,23.5,13,58750
153441,GO_FIRST,Early_Morning,one,Economy,4.92,11,6132
95752,Air_India,Early_Morning,one,Economy,7.08,12,9277
34798,Indigo,Early_Morning,one,Economy,7.75,46,2098
195624,Vistara,Afternoon,one,Economy,10.33,25,4755
235695,Air_India,Afternoon,one,Business,22.92,21,49725
298401,Vistara,Morning,one,Business,26.5,11,41064
298763,Vistara,Morning,one,Business,12.17,20,51457
163528,Vistara,Morning,zero,Economy,1.5,36,3646
187450,Indigo,Morning,one,Economy,10.25,49,3361
233920,Vistara,Morning,one,Business,14.58,46,69168
286938,Vistara,Morning,one,Business,9.58,35,69515
102604,GO_FIRST,Night,zero,Economy,1.83,49,2201
221411,Air_India,Evening,one,Business,26.58,42,39321
111981,Air_India,Early_Morning,one,Economy,17.42,21,6620
265671,Air_India,Evening,zero,Business,2.83,26,31982
223722,Vistara,Evening,one,Business,16.0,30,65832
245650,Vistara,Early_Morning,one,Business,6.0,12,54841
17276,Air_India,Evening,one,Economy,17.92,36,6177
95086,Vistara,Morning,one,Economy,6.17,8,11205
141758,Vistara,Early_Morning,two_or_more,Economy,8.83,44,13883
108442,GO_FIRST,Evening,one,Economy,14.83,41,5902
86327,Indigo,Morning,one,Economy,7.75,13,10848
22760,Indigo,Early_Morning,zero,Economy,2.25,17,3999
684,Vistara,Afternoon,one,Economy,9.17,5,12150
163384,GO_FIRST,Night,one,Economy,5.92,35,4165
187847,Vistara,Early_Morning,zero,Economy,2.0,5,6303
187049,Vistara,Morning,one,Economy,8.33,46,5206
47741,Vistara,Early_Morning,zero,Economy,2.08,26,2339
277211,Air_India,Morning,one,Business,12.83,49,39499
239156,Air_India,Early_Morning,one,Business,16.5,18,45693
42890,Indigo,Afternoon,one,Economy,5.5,49,2050
269613,Air_India,Evening,one,Business,25.25,39,52287
51387,Indigo,Morning,zero,Economy,2.17,43,2339
132178,SpiceJet,Evening,one,Economy,19.25,30,6217
129508,SpiceJet,Morning,one,Economy,8.67,15,8274
140880,Indigo,Morning,one,Economy,7.58,39,3860
249454,Air_India,Evening,one,Business,19.0,11,54684
203551,Indigo,Afternoon,one,Economy,5.92,13,4202
283966,Air_India,Morning,one,Business,27.75,23,48795
115378,Vistara,Evening,one,Economy,17.83,48,5322
166854,Vistara,Morning,one,Economy,13.0,15,12033
43679,Vistara,Afternoon,one,Economy,8.75,5,15288
62466,Air_India,Evening,two_or_more,Economy,27.0,7,13003
236050,Vistara,Morning,one,Business,7.67,25,62045
296722,Vistara,Night,one,Business,12.5,19,65457
108513,Vistara,Morning,two_or_more,Economy,11.25,41,9017
280111,Vistara,Night,one,Business,22.67,46,53835
286393,Vistara,Afternoon,one,Business,6.83,25,51707
103269,GO_FIRST,Afternoon,zero,Economy,2.5,6,5177
194157,Air_India,Early_Morning,one,Economy,16.17,6,19481
148360,SpiceJet,Night,zero,Economy,2.25,6,6488
200546,Vistara,Evening,one,Economy,24.92,28,5975
120429,Vistara,Evening,one,Economy,14.5,7,15414
73588,Air_India,Night,zero,Economy,1.33,25,2111
240501,Air_India,Afternoon,one,Business,18.5,36,45693
251175,Vistara,Night,one,Business,15.42,30,74441
34882,Vistara,Morning,one,Economy,9.25,46,5772
200838,Indigo,Morning,one,Economy,5.92,32,4079
58522,Air_India,Evening,one,Economy,14.92,33,6082
127726,Air_India,Morning,two_or_more,Economy,25.42,3,15719
103233,Air_India,Early_Morning,two_or_more,Economy,26.08,5,13579
83267,Indigo,Evening,one,Economy,3.75,44,1890
108790,Vistara,Early_Morning,one,Economy,11.58,43,8112
268927,Vistara,Night,one,Business,26.25,28,52287
201343,Air_India,Night,one,Economy,12.67,37,7724
122672,Vistara,Night,one,Economy,20.33,21,6461
247525,Vistara,Evening,one,Business,15.25,35,57081
72483,Air_India,Evening,one,Economy,17.92,17,4908
211622,Vistara,Morning,one,Business,12.67,46,53164
25802,GO_FIRST,Evening,one,Economy,11.83,33,6395
244064,Vistara,Night,one,Business,19.42,37,74365
42780,Indigo,Afternoon,one,Economy,9.08,48,3389
135039,GO_FIRST,Afternoon,one,Economy,9.0,46,5888
171172,Vistara,Morning,one,Economy,9.58,6,14133
240378,Vistara,Early_Morning,one,Business,9.5,34,60365
76981,Vistara,Afternoon,one,Economy,7.42,47,4414
75548,Air_India,Afternoon,one,Economy,17.92,37,6360
254521,Vistara,Evening,one,Business,24.75,27,72268
77811,Air_India,Early_Morning,one,Economy,15.17,5,12978
144074,Vistara,Early_Morning,one,Economy,15.75,16,7020
119938,GO_FIRST,Afternoon,zero,Economy,2.58,4,7644
3688,Air_India,Morning,one,Economy,7.25,20,4433
94140,AirAsia,Evening,one,Economy,11.17,2,5174
183790,Indigo,Morning,one,Economy,8.25,26,3178
3945,GO_FIRST,Early_Morning,one,Economy,8.0,21,5584
258833,Vistara,Early_Morning,one,Business,9.0,47,56588
127065,Indigo,Afternoon,one,Economy,5.42,47,4439
189827,GO_FIRST,Afternoon,zero,Economy,1.92,20,3000
141942,Indigo,Afternoon,one,Economy,7.58,46,3860
64381,Indigo,Early_Morning,one,Economy,6.5,18,5038
172538,SpiceJet,Evening,one,Economy,8.33,18,6799
238318,Vistara,Evening,one,Business,16.08,6,70221
286902,Vistara,Morning,one,Business,14.58,35,41314
152994,AirAsia,Afternoon,one,Economy,7.92,7,6131
295006,Air_India,Early_Morning,one,Business,13.83,32,44546
6921,Vistara,Evening,one,Economy,4.42,35,4673
88931,AirAsia,Early_Morning,one,Economy,9.75,26,2723
70733,GO_FIRST,Afternoon,one,Economy,9.17,5,4262
56998,Indigo,Morning,one,Economy,5.17,25,4284
59929,AirAsia,Night,zero,Economy,1.92,41,2124
3922,Vistara,Early_Morning,one,Economy,15.5,21,5227
208997,Vistara,Evening,one,Business,5.33,23,41281
253882,Vistara,Early_Morning,one,Business,10.08,18,60508
14014,Vistara,Early_Morning,one,Economy,25.33,22,3357
19462,Air_India,Evening,one,Economy,17.92,46,6177
3904,Vistara,Early_Morning,one,Economy,15.42,21,5006
80851,Vistara,Night,one,Economy,21.5,27,4348
213133,Vistara,Early_Morning,one,Business,12.0,16,54777
12334,AirAsia,Evening,two_or_more,Economy,8.75,14,7423
294390,Vistara,Evening,one,Business,18.67,20,60260
83101,Air_India,Early_Morning,one,Economy,24.92,42,5380
38001,Indigo,Night,one,Economy,8.67,20,3846
64631,GO_FIRST,Afternoon,one,Economy,8.25,19,5817
96235,GO_FIRST,Night,zero,Economy,1.92,15,5177
234664,Air_India,Early_Morning,one,Business,7.42,9,49725
163756,Air_India,Morning,one,Economy,22.83,37,4783
248889,Vistara,Early_Morning,zero,Business,1.58,5,20760
215014,Vistara,Morning,one,Business,4.83,38,73994
16233,AirAsia,Morning,one,Economy,11.58,32,3090
9299,Air_India,Morning,one,Economy,5.42,46,4926
185845,SpiceJet,Night,zero,Economy,2.75,39,2568
23074,Air_India,Morning,one,Economy,28.08,18,6542
277751,Vistara,Night,one,Business,18.42,10,58315
6339,Air_India,Night,one,Economy,10.33,32,5525
28047,Vistara,Evening,one,Economy,25.0,45,7221
56611,Indigo,Early_Morning,one,Economy,5.5,23,4284
183137,Vistara,Morning,one,Economy,11.83,21,8803
102139,Air_India,Early_Morning,one,Economy,14.0,46,5761
49742,Air_India,Early_Morning,one,Economy,17.83,35,3843
198591,AirAsia,Night,one,Economy,11.0,11,5040
293034,Air_India,Early_Morning,one,Business,16.0,43,49553
279189,Air_India,Night,one,Business,23.17,32,45883
208456,Air_India,Morning,one,Business,7.25,18,50969
194541,Vistara,Afternoon,one,Economy,10.33,12,9105
263889,Air_India,Evening,one,Business,25.42,48,53743
154699,SpiceJet,Evening,one,Economy,26.83,21,3775
122893,Indigo,Evening,one,Economy,6.83,22,6489
140336,Vistara,Evening,one,Economy,15.25,35,6195
505,Vistara,Morning,one,Economy,12.75,4,12150
109877,Air_India,Morning,one,Economy,13.17,3,20509
105992,AirAsia,Early_Morning,one,Economy,13.33,25,3393
278669,Vistara,Early_Morning,one,Business,7.17,24,59290
37516,GO_FIRST,Afternoon,one,Economy,7.33,17,4896
167508,Vistara,Morning,two_or_more,Economy,13.0,21,6461
284831,Vistara,Night,one,Business,21.5,39,51819
